Early BCE/CE,Late BCE/CE,Biological Taxonomy,Taxonomic Identifier,Anatomical Identification,Element,Taxonomic ID,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Bos primigenius,Bos primigenius,fused metacarpal bones 3 and 4,Metacarpus III + IV,Bos primigenius,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,radius bone,Radius,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,proximal phalanx,Phalanx anterior/posterior 1,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tooth of lower jaw,Loose mandibular tooth,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tooth of lower jaw,Loose mandibular tooth,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,middle phalanx,Phalanx anterior/posterior 2,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,scapula,Scapula,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,ulna,Ulna,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,talus,Astragalus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,tooth of lower jaw,Loose mandibular tooth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,tooth of lower jaw,Loose mandibular tooth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,tooth of lower jaw,Loose mandibular tooth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,tooth of lower jaw,Loose mandibular tooth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,tooth of lower jaw,Loose mandibular tooth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,tooth of lower jaw,Loose mandibular tooth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,tooth of lower jaw,Loose mandibular tooth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,tooth of lower jaw,Loose mandibular tooth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,tooth of lower jaw,Loose mandibular tooth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,humerus,Humerus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,humerus,Humerus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,humerus,Humerus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,humerus,Humerus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,humerus,Humerus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,humerus,Humerus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,proximal phalanx,Phalanx anterior/posterior 1,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,humerus,Humerus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,humerus,Humerus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,humerus,Humerus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,tooth of lower jaw,Loose mandibular tooth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,ulna,Ulna,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,tooth of lower jaw,Loose mandibular tooth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tibia,Tibia,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tibia,Tibia,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tibia,Tibia,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tibia,Tibia,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tibia,Tibia,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tibia,Tibia,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,scapula,Scapula,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tibia,Tibia,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tibia,Tibia,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tibia,Tibia,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tibia,Tibia,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tibia,Tibia,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,talus,Astragalus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,talus,Astragalus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,talus,Astragalus,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tibia,Tibia,Capra aegagrus,,,,,,,,,,,,,,,,,,,
